word,machine,human,label
wild,daji,daji,negative
emeritus,fitowar,farfesa mai ritaya,positive
disappointed,masanan basu ji dadin,kunyatar,negative
harshest,mafi tsananin,mafi tsananin,negative
snobbish,snobish,rashin yarda da talakawa,negative
deflate,ɓata,ɓata,negative
abductions,sacewa,sacewa,negative
sensuality,lalata,lalata,positive
squeaks,kuwwa,yana  kururutawa,negative
birthplace,wurin haifuwa,wurin haihuwa,negative
contentious,mai rikici,mai rikici,negative
menacing,menacing,mai hadari,negative
celebrate,yi biki,yi biki,positive
irresponsible,rashin kulawa,ras,negative
credibility,dogara,dogara,positive
culpability,laifi,laifi,negative
gallant,gallant,karfin guiwa,positive
abandon,watsi,watsi,negative
erudite,jahilci,jahilci,positive
frustrating,takaici,abin fusatarwa,negative
toughness,taurin kai,taurin kai,negative
breakthrough,nasara,nasara,positive
evils,sharri,sharri,negative
break,fasa,fasa,negative
expedient,m,na sa kai,positive
luscious,,mai dadi sosai,positive
aspiration,buri,buri,positive
dauntless,mara tsoro,mara tsoro,positive
haplessness,rashin aiki,rashin aiki,negative
negligence,sakaci,sakaci,negative
grave,kabari,kabari,negative
disappointingly,takaici,ba da kunya,negative
breakthroughs,nasarori,ci gaba,positive
magnificently,da girma,da girma,positive
horribly,abin tsoro,abin tsoro,negative
low-risk,ƙananan haɗari,mai karancin hadari,positive
cad,cad,mutum mai rashin girmama mata,negative
howl,kuka,kuka,negative
apology,uzuri,uzuri,positive
acquire,saya,samu,positive
recant,recant,musantawa,negative
devoted,duƙufa,duƙufa,positive
sex,jima'i,jima'i,positive
evolution,juyin halitta,juyin halitta,positive
disliked,ba a so,rashin so,negative
tout,utara,kayi-nayi,negative
resign,yi murabus,yi murabus,negative
impunity,rashin hukunci,rashin hukunci,negative
lag,raguwa,raguwa,negative
chokes,shaƙewa,yana  shaka,negative
anger,fushi,fushi,negative
rejoice,yi murna,yi murna,positive
deteriorated,ya lalace,ya lalace,negative
benefitting,amfani,amfani,positive
dishonest,rashin gaskiya,rashin gaskiya,negative
civility,wayewa,wayewa,positive
folly,wauta,wauta,negative
justification,gaskatawa,gaskatawa,positive
outlaw,haramtacce,haramtacce,negative
stymied,mai sanyaya,mai sanyaya,negative
seasoned,yaji,masanin abubuwa,positive
detachable,m,mara rabuwa,positive
worthwhile,mai amfani,mai amfani,positive
deceiver,mayaudari,mayaudari,negative
fraudsters,'yan damfara,'yan damfara,negative
eerie,m,mai figitarwa,negative
derail,derail,dakilewa,negative
contestable,m,mai jayayya,negative
indecisively,mara yanke shawara,mara yanke shawara,negative
straight,madaidaiciya,madaidaiciya,positive
cathartic,cathartic,samun sassauci,positive
muff,muff,wauta,negative
provokes,tsokana,tsokana,negative
sufficed,isa,isa,positive
malaise,rashin lafiya,rashin lafiya,negative
squeal,kuwwa,kuwwa,negative
geriatric,geriatric,kula da tsofaffi,negative
suck,tsotse,tsotse,negative
nepotism,nuna son kai,nuna son kai,negative
pharmaceutical,magunguna,magunguna,positive
exasperate,m,tunzuri,negative
greatness,girma,girma,positive
sordid,m,kazanta,negative
communicative,mai sadarwa,mai sadarwa,positive
gloom,duhu,duhu,negative
triumph,nasara,nasara,positive
overreact,wuce gona da iri,wuce gona da iri,negative
screw-up,dunƙule-up,yin kuskure,negative
advocated,bada shawarwari,bada shawarwari,positive
negotiator,mai sasantawa,mai sasantawa,positive
unstoppable,wanda ba a iya hana shi,wanda ba a iya hana shi,positive
attainable,samuwa,samuwa,positive
laugh,dariya,dariya,positive
shy,mai jin kunya,mai jin kunya,negative
deduct,cire,cire,negative
crying,kuka,kuka,negative
frailty,rashin ƙarfi,rashin ƙarfi,negative
ransom,fansa,fansa,negative
adored,kauna,kauna,positive
stain,tabo,tabo,negative
imprisonment,ɗaurin kurkuku,ɗaurin kurkuku,negative
republic,jamhuriya,jamhuriya,negative
prate,,sambatu,negative
adipose,adipose,na kitsen jiki,negative
implication,shafi,shafi,negative
reputable,mutunci,mai mutunci,positive
back-woods,bishiyun baya,kurar baya,negative
roadblocks,toshe hanyoyi,toshe hanyoyi,negative
punishes,hukunta,yana hukunta,negative
squelch,kumbura,kumbura,negative
victimizes,zalunci,yana zalunta,negative
kudos,kudos,jinjina,positive
spurious,m,aikin banza,negative
prudently,cikin hankali,cikin hankali,positive
scuff,scuff,shafawa,negative
defenders,masu karewa,masu karewa,positive
persecute,tsananta,tsananta,negative
chatterbox,akwatinan hira,akwatinan hira,negative
opposed,adawa,adawa,negative
non-violence,ba tashin hankali,mara tashin hankali,positive
envy,hassada,hassada,negative
trauma,rauni,rauni,negative
thoughtfulness,tunani,tunani,positive
greenwashers,injin wanki,yada karya,negative
puzzlement,rudani,rudani,negative
ignorant,jahili,jahili,negative
squash,squash,takurawa,negative
humbug,humbug,mayaudari,negative
watery,mai ruwa,mai ruwa,negative
validated,inganta,inganta,positive
ripen,cikakke,nuna,positive
crazier,mahaukaci,mahaukaci,negative
silk,siliki,siliki,positive
disasters,masifu,masifu,negative
persecuting,tsanantawa,tsanantawa,negative
hedonism,hedonism,kara walwala,negative
assure,tabbatar,tabbatar,positive
youth,matasa,matasa,positive
haggard,balaguro,balaguro,negative
declines,ƙi,ya/ta ki,negative
attacks,hare-hare,hare-hare,negative
languorous,mai wahala,mai wahala,negative
pardons,afuwa,yana yafewa,positive
neglected,sakaci,sakaci,negative
prevent,hana,hana,negative
burglary,sata,sata,negative
conciliates,sulhuntawa,sulhuntawa,positive
excellant,ficewa,kyan gaske,positive
clashing,karo,karo,negative
dreary,mai ban tsoro,mai ban tsoro,negative
industrious,mai ƙwazo,mai ƙwazo,positive
hogs,hogs,son rai,negative
picketed,tsamiya,tsamiya,negative
altercation,sabani,sabani,negative
detracts,rage hankali,shiririta,negative
dissension,rarrabuwa,rarrabuwa,negative
tranquil,kwanciyar hankali,kwanciyar hankali,positive
defraud,zamba,zamba,negative
forte,karfi,karfi,positive
normality,daidaituwa,daidaituwa,positive
brutalize,zaluntar,zaluntar,negative
propagandize,farfaganda,farfaganda,negative
ardor,son kai,son kai,positive
stumbles,tuntuɓe,tuntuɓe,negative
technology,fasaha,fasaha,positive
glide,glide,walkawa,positive
thumbs-down,babban yatsu,ki,negative
witch,boka,boka,negative
riot,tarzoma,tarzoma,negative
improvements,inganta,inganta,positive
interest,sha'awa,sha'awa,positive
smart,wayo,wayo,positive
misfit,rashin dacewa,rashin dacewa,negative
microscopy,madubin dubawa,madubin dubawa,positive
groan,nishi,nishi,negative
downy,downy,mai gashi buzu buzu,positive
misbecoming,rashin kyau,rashin kyau,negative
intimidate,tsoratar,tsoratar,negative
dumbfounding,rubewa,rudewa,positive
receptive,mai karɓa,mai karɓa,positive
trance,,riyawa,negative
nefariously,nefariously,a rashin kyau,negative
damnable,tsinewa,La'ananne,negative
educational,ilimi,ilimi,positive
honoring,girmamawa,girmamawa,positive
kaput,kaput,mara amfani,negative
doctor,likita,likita,positive
rout,rugujewa,rugujewa,negative
indulgent,mai yawan sha'awa,mai yawan sha'awa,positive
coherence,daidaituwa,daidaituwa,positive
humorously,cikin raha,cikin raha,positive
baffled,mamakin,mamakin,negative
addicts,jaraba,ya kamu,negative
haughty,girman kai,girman kai,negative
pettifog,karashan,karashan,negative
insolent,rashin kunya,rashin kunya,negative
poetic,waka,waka,positive
gladden,farin ciki,farin ciki,positive
armed,dauke da makamai,dauke da makamai,negative
hypocricy,munafunci,munafunci,negative
lewd,alfasha,alfasha,negative
ill-usage,rashin amfani,rashin amfani,negative
disbelieve,kafirta,kafirta,negative
pernicious,lalatattu,lalatattu,negative
rejoiced,yi murna,yi murna,positive
warp,warp,nannadewa,negative
disaffect,disaffect,rashin shafa,negative
rumbling,ƙara,ƙara,negative
blameworthy,abin zargi,abin zargi,negative
achievible,cimma nasara,cimma nasara,positive
fain,fain,shiri,positive
procession,jerin gwano,jerin gwano,positive
mediator,matsakanci,matsakanci,positive
inaccessible,m,mara samuwa,negative
scavenger,mai sintiri,mai sintiri,negative
dissonant,dissonant,rashin fahimtar juna,negative
unlamentably,mara dadi,mara dadi,negative
valiant,gwarzo,gwarzo,positive
crime,laifi,laifi,negative
usury,riba,riba,negative
perfunctory,abin aiki,abin aiki,negative
ineptly,ineptly,a halin rashin fahimta,negative
galling,cikin annashuwa,cikin annashuwa,negative
compensatory,diyya,diyya,positive
uninformed,wanda bashi da labari,wanda bashi da labari,negative
imprudent,mara hankali,mara hankali,negative
awfulness,rashin tsoro,rashin tsoro,negative
primer,firamare,littafin koyar da yara,positive
gentlest,mai ladabi,mai ladabi,positive
bereaved,rashi,rashi,negative
forget,manta,manta,negative
sulking,sulking,rashin walwala,negative
worked,yi aiki,yi aiki,positive
dumped,zubar,zubar,negative
reparation,ramawa,ramawa,positive
avid,m,matukar sha'awa,positive
leading,jagora,jagora,positive
condemn,la'anta,la'anta,negative
disfavor,rashin yarda,rashin yarda,negative
lonely,kadaici,kadaici,negative
worries,damuwa,ya damu,negative
modesty,filako,tawali'u,positive
quote,faɗi,faɗi,negative
distorting,gurbata,gurbata,negative
terror,ta'addanci,ta'addanci,negative
mediocre,matsakaici,matsakaici,negative
painless,m,mara ciwo,positive
profoundly,bayyananne,bayyananne,positive
engaging,shiga,shiga,positive
aftermath,bayan,bayan,negative
dragged,jan,jan,negative
senselessly,wauta,wauta,negative
complacency,rashin gamsuwa,rashin gamsuwa,positive
committing,aikata,aikata,positive
suppression,danniya,danniya,negative
convenient,dace,dace,positive
bilingual,mai harshe biyu,mai harshe biyu,positive
steals,sata,yana sata,negative
parley,parley,tattaunawa tsakanin abokan adawa,negative
harbors,tashar jiragen ruwa,ya mamaye,negative
praises,yabo,yana yabo,positive
oversimplifies,ƙara girma,ƙara girma,negative
idolatry,bautar gumaka,bautar gumaka,negative
shudder,girgiza,girgiza,negative
virulence,tashin hankali,tashin hankali,negative
flawlessly,flawlessly,salin-alin,positive
verifiable,tabbatacce,tabbatacce,positive
pressured,matsin lamba,matsin lamba,negative
irretrievable,wanda ba za a iya sakewa ba,wanda ba za a iya sakewa ba,negative
allegation,zargi,zargi,negative
obituary,rasuwa,rasuwa,negative
denunciation,la'ana,la'ana,negative
flagging,bugawa,bugawa,negative
dummy,gunki,gunki,negative
explosion,fashewa,fashewa,negative
delusional,yaudara,na yaudara,negative
exhausts,shaye shaye,ya/ta karar,negative
predicament,mawuyacin hali,mawuyacin hali,negative
sham,sham,na karya,negative
weirdo,weirdo,mutumin na daban,negative
irreplacible,wanda ba a iya bayyanawa,wanda ba a iya bayyanawa,negative
suspended,dakatar,dakatar,negative
willingness,shirye,shirye,positive
nauseating,tashin zuciya,tashin zuciya,negative
trample,tattaka,tattaka,negative
shrug,shrug,ko-in-kula,negative
paradise,aljanna,aljanna,positive
buzz,buzz,kukan zuma,positive
commiserate,commiserate,tausayawa,negative
inaccurate,ba daidai ba,ba daidai ba,negative
veracity,gaskiya,gaskiya,positive
jaded,jaded,gundura,negative
bankster,banki,banki,negative
giddy,giddy,jiri,negative
proficient,gwaninta,gwaninta,positive
cheating,yaudara,yaudara,negative
aberration,ɓarna,ɓarna,negative
enforcement,tilastawa,tilastawa,negative
overcast,girgije,girgije,negative
compatibility,karfinsu,tausayawa,positive
breaking,karyewa,karyewa,negative
graciously,da alheri,cikin alheri,positive
mocks,ba'a,yana baa,negative
pain-free,mara zafi,mara zafi,positive
jackass,jackass,dan wofi,negative
husbandry,aikin gona,kiwo,positive
dastardly,dastardly,cikin kaskanci,negative
excellent,kwarai da gaske,kyau matuka,positive
wrath,fushi,fushi,negative
insurgent,m,tada kayar baya,negative
grudging,grudging,mai sakin rai,negative
unacceptably,ba za'a karba ba,ba za'a karba ba,negative
opposition,adawa,adawa,negative
zaps,zaps,yana lalata,negative
chafing,haushi,haushi,negative
mediocrity,matsakaici,matsakaici,negative
pith,pith,abu kadan mai ma'ana,positive
nobly,daraja,daraja,positive
fidgety,fidgety,fargaba,negative
metropolitan,babban birni,babban birni,positive
transcendental,mai wuce gona da iri,mai wuce gona da iri,positive
incitement,zuga,zuga,negative
unconcerned,bai damu ba,rashin damuwa,negative
luster,haske,haske,positive
finely,finely,kyau,positive
contemplation,tunani,yawon tunani,positive
passionately,cikin sha'awa,cikin sha'awa,positive
crouching,kwanciya,kwanciya,negative
sensual,sha'awa,sha'awa,positive
bumped,kara,kara,negative
mendacity,mendacity,tilaa,negative
revoke,sakewa,sakewa,negative
forlornly,akasari,akasari,negative
distraughtness,damuwa,damuwa,negative
junkyard,junkyard,matartkata,negative
unspeakable,ba za a iya magana ba,ba za a iya magana ba,negative
oblige,wajibi,wajibi,negative
challenge,kalubale,kalubale,negative
refund,maida,maida,positive
repellant,m,maganin kore kwari,negative
streamlined,saukake,saukake,positive
patter,patter,sauri -sauri,negative
overpowering,rinjaye,rinjaye,negative
careless,sakaci,sakaci,negative
light-hearted,mai haske,mai saukin zuciya,positive
decadent,lalacewa,lalacewa,negative
inquirer,mai tambaya,mai tambaya,positive
bombard,bamabamai,bamabamai,negative
inferno,rashin zafi,gobara,negative
oxidation,hadawan abu da iskar shaka,hadawan abu da iskar shaka,negative
sugarcoated,shan suga,jan hankali,negative
cash,tsabar kudi,tsabar kudi,positive
sophisticated,na zamani,mai inganci,positive
enslave,bawa,bautar,negative
negligently,sakaci,sakaci,negative
reserve,ajiye,ajiye,positive
missing,bata,bata,negative
exhort,yi wa'azi,yi wa'azi,positive
bridesmaid,amarya,kawayen amarya,positive
correction,gyara,gyara,negative
relent,juya baya,juya baya,positive
chaos,hargitsi,hargitsi,negative
fallow,faduwa,faduwa,negative
blunders,blunders,yana barnatarwa,negative
discretion,hankali,hankali,positive
grainy,hatsi,hatsi,negative
indemnify,ba da lada,ba da lada,negative
reprovingly,karawa,karawa,negative
lovable,abin kauna,abin kauna,positive
soft,mai laushi,mai laushi,positive
strained,damuwa,damuwa,negative
atom,atom,kwayar zarra,positive
horrify,tsoratarwa,tsoratarwa,negative
saver,tanadin,mai tanadi,positive
anchor,anga,sarkar ankwa,positive
skeptic,mai shakka,mai shakka,negative
salute,sallama,sallama,positive
sorrowfully,da baƙin ciki,da baƙin ciki,negative
destiny,makoma,makoma,positive
guidance,shiriya,shiriya,positive
broadside,fadin,fadin,negative
relieved,sami sauki,sami sauki,positive
care,kulawa,kulawa,positive
decent,mai kyau,mai kyau,positive
involution,shigarwar,shigarwar,negative
immortal,mara mutuwa,mara mutuwa,positive
prime,Firayim,wanda ya dace,positive
heaven,sama,sama,positive
rifle,bindiga,bindiga,negative
survivor,mai tsira,mai tseratarwa,positive
tragically,cikin bala'i,cikin bala'i,negative
vermin,kwari,kwari,negative
selfinterested,sha'awa,sha'awa,negative
mannered,ladabi,ladabi,positive
plight,wahala,wahala,negative
inefficient,mara inganci,mara inganci,negative
obscured,duhu,duhu,negative
producer,furodusa,mai samarwa,positive
devastatingly,mai lalacewa,mai lalacewa,negative
flabbergast,nura_m_inuwa,mamaki,negative
disputed,jayayya,jayayya,negative
charade,kawance,kawance,negative
complain,koka,kokawa,negative
irreparable,wanda ba a iya gyarawa,wanda ba a iya gyarawa,negative
animosity,ƙiyayya,ƙiyayya,negative
awarded,bayarwa,samun kyautar girma,positive
gross,babban,babban,negative
prejudge,prejudge,yanke hukunci ba da hujja ba,negative
bull****,bijimi ****,bijimi ****,negative
flair,flair,baiwar iya abu,negative
kern,kern,mai zafin kai,negative
impasse,rashin ƙarfi,rashin ƙarfi,negative
removal,kau,kawarwa,negative
pales,pales,kodaddu,negative
chieftain,shugaba,shugaba,positive
mother,uwa,uwa,positive
positively,gaskiya ma,tabbaci,positive
fiasco,fiasco,gazawa,negative
fluctuation,juyawa,juyawa,negative
degeneracy,degeneracy,tabarbarewa,negative
regretfully,nadama,nadama,negative
distorted,gurbata,gurbata,negative
anomaly,anomaly,rashin tsari,negative
repugnance,ƙyama,ƙyama,negative
animus,animus,kiyayya,negative
bolster,ƙarfafa,ƙarfafa,positive
fate,kaddara,kaddara,negative
bluff,bluff,yaudara,negative
forage,kiwo,kiwo,negative
misbehavior,rashin da'a,rashin da'a,negative
protest,rashin amincewa,rashin amincewa,negative
accolades,yabo,yabo,positive
depressions,depressions,damuwa,negative
mosquito,sauro,sauro,negative
energy-efficient,makamashi-ingantaccen,inganta makamashi,positive
cooperative,aiki tare,aiki tare,positive
athlete,ɗan wasa,ɗan wasa,positive
sucked,tsotsa,tsotsa,negative
grumpiest,mafi tsufa,mafi zafin rai,negative
biblical,Littafi Mai Tsarki,Littafi Mai Tsarki,positive
palatial,sarauta,gidan fada,positive
trustworthiness,amana,amana,positive
precedence,fifiko,fifiko,positive
appreciating,godiya,godiya,positive
wrestling,kokawa,kokawa,negative
freezing,daskarewa,daskarewa,negative
entertained,nishaɗi,nishaɗi,positive
exultantly,farin ciki,farin ciki,positive
sarcastic,ba'a,ba'a,negative
compulsion,tilas,tilas,negative
bewilderment,rudani,rudani,negative
pity,tausayi,tausayi,negative
defrauding,zamba,zamba,negative
viciousness,mugunta,mugunta,negative
bicker,mai rikitarwa,mai rikitarwa,negative
favors,ni'ima,ya fifita,positive
building,gini,gini,positive
brand-new,sabo-sabo,sabo fil,positive
prophet,annabi,annabi,positive
suspects,wadanda ake zargi,wadanda ake zargi,negative
colossal,babba,babba,positive
betterment,kyautatawa,kyautatawa,positive
fearful,tsoro,matsoraci,negative
symphony,waƙa,waƙa,positive
yawn,hamma,hamma,negative
sludge,laka,laka,negative
fidget,fidget,mara hakuri,negative
prestigious,martaba,mai martaba,positive
chowder,mahaukaci,mahaukaci,positive
array,tsararru,tsararru,positive
acrimony,acrimony,zafin rai,negative
misbehaving,misbehaving,yin shirme,negative
cringe,jin tsoro,jin tsoro,negative
including,hada da,hada da,positive
befitting,dacewa,dacewa,positive
orchestra,makada,makada,positive
carefree,sakaci,sakaci,positive
eradicate,kawar da,kawar da,negative
cultivated,horar da,horar da,positive
cheapest,mafi arha,mafi arha,positive
redress,gyarawa,gyarawa,positive
writhe,rubuta,rubuta,negative
neurosis,neurosis,ciwon kwakwalwa,negative
expert,gwani,gwani,positive
affordable,araha,mai yiyuwa,positive
satirize,satirize,zargin gazawa,negative
probity,kusanci,kusanci,positive
sinner,mai zunubi,mai zunubi,negative
messing up,rikici,rikici,negative
infection,kamuwa da cuta,kamuwa da cuta,negative
segregate,ware,ware,negative
disappoint,yanke tsammani,ba da kunya,negative
carol,carol,tshohuwar waka,positive
fruitlessly,ba shi da amfani,ba shi da amfani,negative
deprivation,hanawa,hanawa,negative
contribution,taimako,karo-karo,positive
exemplar,misali,misali,positive
lorn,lorn,kadaici,negative
fade,Fade,kodewa,negative
instigate,zuga,zuga,negative
buggy,buggy,mai addaba,negative
peril,haɗari,haɗari,negative
demonize,yi aljannu,yi aljannu,negative
astoundingly,mamaki,mamaki,positive
favour,ni'ima,alfarma,positive
led,jagoranci,jagoranci,positive
turmoil,hargitsi,hargitsi,negative
ashamed,kunya,kunya,negative
land,ƙasa,ƙasa,positive
cyanide,cyanide,ruwan gishiri,negative
income,samun kudin shiga,samun kudin shiga,negative
banal,banal,nanatawa,negative
affiliated,alaƙa,alaƙa,positive
rescues,ceto,yana ceto,positive
underestimated,rashin sanin cikakken farashi,rashin sanin cikakken farashi,negative
foolish,wawa,wawa,negative
warned,gargadi,gargadi,negative
unneeded,maras amfani,maras amfani,negative
distracts,shagala,yana shagala,negative
cloudiness,girgije,girgije,negative
inflammed,kumbura,kumbura,negative
motivation,dalili,motsarwa,positive
taunt,izgili,izgili,negative
audiciously,dubawa,dubawa,negative
obi,abin,damara,negative
captivating,jan hankali,jan hankali,positive
bacterium,kwayan cuta,kwayan cuta,negative
docked,docked,madaurar jiragen ruwa,negative
verdict,hukunci,hukunci,negative
frozen,daskarewa,daskarewa,negative
famously,shahararre,shahararre,positive
knotted,kulli,kulli,negative
wince,wince,janye jiki,negative
psychosis,tabin hankali,tabin hankali,negative
firmer,firmer,dankararre,positive
boosting,bunkasa,bunkasa,positive
accord,yarjejeniya,yarjejeniya,positive
rants,rantsuwa,rantsuwa,negative
ineffectiveness,rashin aiki,rashin tasiri,negative
prohibition,haramta,haramta,negative
cursed,la'ana,la'ana,negative
brusque,brusque,magana falle daya,negative
vomit,amai,amai,negative
investigate,bincika,bincika,positive
clamorous,mai ban mamaki,mai ban mamaki,negative
hailed,yaba,yaba,positive
clueless,mara ma'ana,mara ma'ana,negative
idiot,wawa,wawa,negative
cessation,dainawa,dainawa,negative
flush,ja ruwa,ja ruwa,positive
exacerbation,tsanantawa,tsanantawa,negative
aura,aura,alfarma,positive
irritable,m,mai ban haushi,negative
disgruntle,disgruntle,fusata,negative
grievances,gunaguni,gunaguni,negative
deadly,m,matacce,negative
embargo,takunkumi,takunkumi,negative
nauseate,tashin zuciya,tashin zuciya,negative
strident,mai ƙarfi,mai ƙarfi,negative
thresh,busa,busa,negative
actual,ainihin,ainihin,positive
risk,haɗari,kasada,negative
taxing,yin haraji,yin haraji,negative
desecrate,wulakanta,wulakanta,negative
rejoicingly,farin ciki,farin ciki,positive
softer,laushi,laushi,positive
swears,rantsuwa,yana rantsuwa,negative
flowery,furanni,furanni,positive
demolition,rushewa,rushewa,negative
incapacitated,rashin aiki,rashin aiki,negative
choleric,ƙungiyar mawaƙa,ƙungiyar mawaƙa,negative
user-friendly,mai amfani,mai saukin sarrafuwa,positive
misinform,bata labari,rashin sanarwa,negative
fiery,na wuta,mai saurin fushi,positive
alone,kadai,kadai,negative
expelling,kora,kora,negative
dispute,jayayya,jayayya,negative
desirous,mai son,mai son,positive
disconnected,katsewa,katsewa,negative
preferes,fifita,ya fi son,positive
flattering,fadanci,fadanci,positive
injurious,cutarwa,cutarwa,negative
shed,zubar,zubar,negative
melodrama,melodrama,wasan kwaikwayon da ake kambame,negative
cuteness,yankewa,yin kyau,positive
thoughtful,mai tunani,mai tunani,positive
concern,damuwa,damuwa,negative
uninsured,inshora,maras inshora,negative
languor,laushi,laushi,negative
sumptuous,sumptuous,mai kima,positive
lobbying,yin kira,ban baki,negative
compliant,mai yarda,mai yarda,positive
shroud,shroud,abu a dukunkune,negative
humming,humming,sauti kamar zuma,negative
dolorous,cin gindi,cin gindi,negative
destitution,fatara,fatara,negative
spellbinding,maimaita rubutun,ban mamaki,positive
apache,apache,indiyawa yan kama wuri zauna a turai,negative
screams,kururuwa,kururuwa,negative
harlot,karuwa,karuwa,negative
embroiled,sakat,sakat,negative
gray,launin toka-toka,launin toka-toka,negative
scrub,goge,goge,negative
starved,yunwa,yunwa,negative
guise,siffantawa,siffantawa,negative
hell,jahannama,jahannama,negative
firing,harbe-harbe,harbe-harbe,negative
disordered,hargitsi,hargitsi,negative
copycat,kwafin kwafi,kwafin kwafi,negative
immovable,mara motsi,mara motsi,negative
lust,sha'awa,sha'awa,negative
shepherd,makiyayi,makiyayi,positive
watchman,mai tsaro,mai tsaro,positive
usher,usher,iska,positive
justly,dai dai,dai dai,positive
malfeasance,malfeasance,aikata ba dai dai ba,negative
scandel,abin kunya,abin kunya,negative
cuplrit,kofin,bijirarre,negative
diminished,raguwa,raguwa,negative
embroilment,sakaci,sakaci,negative
distrust,rashin amincewa,rashin amincewa,negative
prudent,mai hankali,mai hankali,positive
discriminatory,nuna wariya,nuna wariya,negative
arduously,arduously,mai wuyar shaani,negative
sorter,sihiri,mutane masu tunani daya,positive
safe,lafiya,lafiya,positive
horrifys,ban tsoro,ban tsoro,negative
enthusiastically,da farin ciki,himmatuwa,positive
goading,yaudara,yaudara,negative
unfulfilled,bai cika ba,bai cika ba,negative
undersized,izedarfafawa,wanda ya yi kadan,negative
mismatch,rashin daidaituwa,rashin daidaituwa,negative
revered,girmamawa,girmamawa,positive
elaboration,bayani,bayani,positive
orgasm,inzali,inzali,positive
woeful,masifa,masifa,negative
offset,biya diyya,rage ko daidaita karfin wani abu,positive
blush,kunya,kunya,negative
leakage,kwarara,zurara,negative
teens,matasa,matasa,positive
insignia,alama,alama,positive
sentence,hukunci,hukunci,negative
lunatics,mahaukata,mahaukata,negative
joined,shiga,shiga,positive
suspiciously,tuhuma,tuhuma,negative
sweetie,zaki,zaki,positive
solving,warwarewa,warwarewa,positive
inexplicable,wanda ba a iya misaltawa,wanda ba a iya misaltawa,negative
disarray,disarray,rashin tsari,negative
flakieness,flakieness,kankanta,negative
agreeing,yarda,yarda,positive
tribunal,kotun,kotun,negative
ho-hum,ho-hum,bayyana damuwa,negative
detraction,lalatawa,lalatawa,negative
gouge,goge,kashe kashe,negative
incorrigible,wanda ba a iya gyara shi,wanda ba a iya gyara shi,negative
minimum,mafi ƙarancin,mafi ƙarancin,negative
talisman,talisman,jagoran kungiya,positive
obsessive,m,damuwa,negative
robs,fashi,yana fashi,negative
crucial,mahimmanci,mahimmanci,positive
atherosclerosis,atherosclerosis,toshe hanyar jini,negative
stutter,yi santi,yi santi,negative
explosive,m,mai fashewa,negative
trappings,tarko,tarko,negative
faculty,baiwa,baiwa,positive
accept,karba,karba,positive
absentees,babu,babu,negative
clarify,bayyana,bayyana,positive
best-known,sananne,sananne,positive
ruinous,mai lalacewa,mai lalacewa,negative
viciously,cikin mugunta,cikin mugunta,negative
unfounded,mara tushe,mara tushe,negative
attractively,na jan hankali,na jan hankali,positive
contraband,haramtattun kayayyaki,haramtattun kayayyaki,negative
beatific,doke,doke,positive
indulgence,sha'awa,sha'awa,positive
wither,bushe,bushe,negative
astonished,mamakin,mamakin,positive
somber,somber,bacin rai,negative
unfair,rashin adalci,rashin adalci,negative
downheartedly,a zuciye,mai matacciyar zuciya,negative
lenient,mai sassauci,mai sassauci,positive
blistering,kumfa,kumfa,negative
gasp,hura hanci,hura hanci,negative
sticky,m,mai mannewa,negative
comfortably,cikin kwanciyar hankali,cikin kwanciyar hankali,positive
warmly,sosai,tausasawa,positive
sponge,soso,soso,negative
lawful,halal,halal,positive
overwhelms,mamaye,ya mamaye,negative
cleanly,a tsabtace,a tsabtace,positive
huge,babba,babba,positive
preposterous,preposterous,gaula,negative
gaiety,gaiety,raha,positive
scholarship,,tallafin karatu,positive
toothache,ciwon hakori,ciwon hakori,negative
physiology,ilimin lissafi,ilimin lissafi,positive
exile,hijira,hijira,negative
interior,ciki,ciki,positive
celebrity,shahararre,shahararre,negative
smoother,mai santsi,mai santsi,positive
encumbrance,rashin ƙarfi,rashin ƙarfi,negative
bothered,dame,dame,negative
pitied,tausayi,tauasaya,negative
swamped,fadama,fadama,negative
expeditiously,hanzarta,hanzarta,positive
brimstone,duwatsu,duwatsu,negative
confused,rudewa,rikice,negative
overloaded,yi obalodi,dankarawa fiye da kima,negative
blocks,tubalan,tubalan,negative
nicotine,sinadarin nicotine,sinadarin nicotine,negative
restructure,sake fasali,sake fasali,positive
cons,fursunoni,fursunoni,negative
ardently,tsawaitawa,tsawaitawa,positive
reclaim,kwato,kwato,positive
hype,talla,talla,negative
conducive,mai kyau,mai kyau,positive
patriarchal,uban iyali,uban iyali,positive
unreadable,wanda ba a iya karantawa,wanda ba a iya karantawa,negative
formula,dabara,dabara,positive
escapade,escapade,kasada,negative
inflated,kumbura,kumbura,negative
government,gwamnati,gwamnati,negative
inventive,inventive,mai kirkira,positive
laughed,dariya,dariya,positive
concordance,concordance,dacewa,positive
occupant,mai zama,mai zama,positive
corporeal,jiki,abinda zaa iya gani a taba,positive
sonar,sonar,magwajin zurfin ruwa,positive
inter,tsakanin,tsakanin,negative
discourteous,mara kyau,mara kyau,negative
evasive,korewa,korewa,negative
warped,warped,nade,negative
atrophy,atrophy,lalacewa,negative
mutant,mutant,mai halayya ta daban,negative
scholar,masani,masani,positive
confusions,rikicewa,rikicewa,negative
tardiness,jinkiri,jinkiri,negative
unrestricted,mara iyaka,mara iyaka,positive
preferably,zai fi dacewa,zai fi dacewa,positive
effusiveness,kuzari,kuzari,positive
